id,geokret,lat,lon,elevation,country,distance,waypoint,author,comment,pictures_count,comments_count,username,app,app_ver,created_on_datetime,moved_on_datetime,updated_on_datetime,move_type,position,comment_hidden
6116841,97379,51.00477,22.33685,216,PL,104,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:43+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116839,95351,51.00477,22.33685,216,PL,0,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:42+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116840,95187,51.00477,22.33685,216,PL,0,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:42+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116838,95132,51.00477,22.33685,216,PL,104,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:41+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116837,95130,51.00477,22.33685,216,PL,0,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:40+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116836,95131,51.00477,22.33685,216,PL,0,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:39+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116835,95133,51.00477,22.33685,216,PL,0,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:38+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116833,95118,51.00477,22.33685,216,PL,0,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:37+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116834,95596,51.00477,22.33685,216,PL,0,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:37+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116832,95120,51.00477,22.33685,216,PL,0,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:36+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116830,95123,51.00477,22.33685,216,PL,104,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:34+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116831,73924,51.00477,22.33685,216,PL,0,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:34+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116829,62040,51.00477,22.33685,216,PL,0,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:33+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116828,95134,51.00477,22.33685,216,PL,0,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:32+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116827,96276,51.00477,22.33685,216,PL,0,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:31+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116826,94827,51.00477,22.33685,216,PL,0,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:30+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116824,95344,51.00477,22.33685,216,PL,104,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:29+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116825,95350,51.00477,22.33685,216,PL,0,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:29+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116823,95128,51.00477,22.33685,216,PL,104,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:28+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116822,95121,51.00477,22.33685,216,PL,104,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:27+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116821,96278,51.00477,22.33685,216,PL,104,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:26+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116819,95595,51.00477,22.33685,216,PL,104,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:25+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116820,96274,51.00477,22.33685,216,PL,104,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:25+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116818,96280,51.00477,22.33685,216,PL,0,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:24+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116817,96270,51.00477,22.33685,216,PL,0,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:23+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116815,95326,51.00477,22.33685,216,PL,0,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:22+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116816,95346,51.00477,22.33685,216,PL,0,OP9UH4,40657,"Świetnie maskujący się kesz! 
Nocne zdjęcia kościoła zrobione i dalej w drogę!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:22+00,2025-02-14 17:51:00+00,2025-03-22 18:23:00+00,5,0101000020E610000058A835CD3B5636403F00A94D9C804940,False
6116814,81160,50.293,19.39458,280,PL,0,GC9GDDP,47465,"Ciekawy lab który oprowadził nas po Sławkowie :)
Skrytka bonusowa znaleziona :)
Dzięki!!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:52:16+00,2025-02-10 09:10:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000DBA7E331036533402FDD240681254940,False
6116813,81160,50.23445,19.46577,338,PL,3,GCAXZRG,47465,"Ciekawa i pomysłowa skrytka, a droga do niej była długa, bo z której to strony dojść to jest pytanie, ale w końcu się udało i warto było :)
Dobrze że o śrubokręcie nie zapomnieliśmy :)
Dzięki!!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:48:38+00,2025-02-09 13:02:00+00,2025-03-22 18:23:00+00,5,0101000020E61000003A75E5B33C7733400B462575021E4940,False
6116812,81160,50.23595,19.46822,340,PL,0,GC95WDJ,47465,"Fajne werigo a finał to mistrzostwo :) Bardzo się nam spodobało:)
FAV
Dzięki!!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:46:17+00,2025-02-09 13:36:00+00,2025-03-22 18:23:00+00,5,0101000020E610000047551344DD773340E0BE0E9C331E4940,False
6116811,95124,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:31+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116810,95131,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:30+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116809,95596,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:29+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116808,62040,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:28+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116806,95328,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:27+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116807,95134,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:27+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116805,95133,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:26+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116804,96276,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:25+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116802,94827,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:24+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116803,95469,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:24+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116801,95125,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:23+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116799,95129,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:22+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116800,96280,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:22+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116798,95326,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:21+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116797,95351,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:20+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116795,95187,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:19+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116796,95130,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:19+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116793,95120,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:17+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116794,77373,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:17+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116792,95346,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:16+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116791,95118,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:15+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116790,73924,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:14+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116789,96270,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:13+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116788,95350,51.0045,22.33777,218,PL,104,OP9UH3,40657,"Krótki zjazd z trasy do Rzeszowa - piękne drzewo!
Dzięki za kesza!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:44:12+00,2025-02-14 17:43:00+00,2025-03-22 18:23:00+00,5,0101000020E6100000E6913F18785636407F6ABC7493804940,False
6116787,81160,50.23277,19.42822,319,PL,7,GCAWAQ2,47465,"Bór Biskupi odwiedzony, kluczyk znaleziony a następnie fajna skryteczka i kolejny certyfikat wpadł nam w ręce :)
Dzięki!!",0,0,NULL,c:geo,2025.01.18,2025-02-14 17:43:20+00,2025-02-09 17:32:00+00,2025-03-22 18:23:00+00,5,0101000020E61000003D7E6FD39F6D3340B6BE4868CB1D4940,False
6116786,61285,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:37+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116785,61472,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:36+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116783,61391,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:35+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116784,61452,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:35+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116782,101374,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:34+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116781,61356,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:33+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116779,101441,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:32+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116780,62896,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:32+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116778,101338,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:31+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116776,61589,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:30+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116777,62894,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:30+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116775,61355,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:29+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116773,101368,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:28+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116774,67912,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:28+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116772,101378,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:27+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116770,101802,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:26+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116771,78728,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:26+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116769,101346,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:25+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116767,101447,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:24+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116768,101624,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:24+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116766,101616,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:23+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116765,62888,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:22+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116763,101337,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:21+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116764,101361,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:21+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116762,62764,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:20+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116760,101634,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:19+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116761,101178,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:19+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116759,101330,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:18+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116757,101583,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:17+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116758,101650,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:17+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116756,101359,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:16+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
6116755,101335,54.36925,18.58642,110,PL,1,OP9ZGC,3889,:),0,0,NULL,c:geo,2025.01.18,2025-02-14 17:33:15+00,2025-02-14 17:29:00+00,2025-03-22 18:23:00+00,5,0101000020E610000067B8019F1F96324025068195432F4B40,False
